"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071826","GO:0071826","protein-RNA complex organization","53/1101","240/18860",0.220833333333333,3.7828489252195,10.80311871931,2.1463922545871e-17,1.13672933802933e-13,9.5345003309027e-14,"U2AF2/DDX39B/SF1/KLC1/SFSWAP/PRPF6/USP39/NVL/DHX30/PSIP1/HSP90AB1/SRSF5/CD2BP2/PTGES3/SF3B5/SNU13/FAU/SRSF9/RPS15/PRKDC/LUC7L3/EIF3C/EIF3CL/SF3B1/DICER1/EIF3B/SCAF11/SF3B4/ZNHIT6/DKC1/RUVBL1/USP4/EIF4B/CELF2/TAF9/EIF3H/SRSF6/LUC7L/NUFIP1/SETX/ABT1/EIF3D/DHX9/RRS1/SRSF1/CELF3/VCP/SRPK2/HSP90AA1/EIF3G/ATR/CLNS1A/EIF5",53
"GO:0022618","GO:0022618","protein-RNA complex assembly","51/1101","231/18860",0.220779220779221,3.78192198355686,10.5925348409295,8.79261750803995e-17,2.32828511612898e-13,1.95288662546993e-13,"U2AF2/DDX39B/SF1/SFSWAP/PRPF6/USP39/NVL/DHX30/PSIP1/HSP90AB1/SRSF5/CD2BP2/PTGES3/SF3B5/SNU13/FAU/SRSF9/RPS15/PRKDC/LUC7L3/EIF3C/EIF3CL/SF3B1/DICER1/EIF3B/SCAF11/SF3B4/ZNHIT6/DKC1/RUVBL1/USP4/EIF4B/CELF2/TAF9/EIF3H/SRSF6/LUC7L/NUFIP1/SETX/ABT1/EIF3D/DHX9/RRS1/SRSF1/CELF3/SRPK2/HSP90AA1/EIF3G/ATR/CLNS1A/EIF5",51
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis","79/1101","496/18860",0.159274193548387,2.72834812926665,9.71252514628871,2.54555700139568e-16,4.49375662646384e-13,3.76921071785606e-13,"U2AF2/KRR1/ESF1/DDX39B/SF1/EIF5B/SFSWAP/PRPF6/USP39/NVL/DHX30/NOP56/PSIP1/HSP90AB1/SRSF5/CD2BP2/PWP1/PTGES3/SF3B5/SNU13/FAU/SRSF9/NAT10/RPS15/PRKDC/LUC7L3/EIF3C/EIF3CL/SF3B1/EIF1AX/DICER1/EIF3B/POP4/WDR46/RBM10/SCAF11/NHP2/SF3B4/ZNHIT6/DKC1/RUVBL1/USP4/EIF4B/CELF2/TAF9/AK6/EIF3H/EXOSC4/USP36/RAN/SRSF6/RPLP0/LUC7L/NUFIP1/SETX/DDX27/NOL8/ABT1/ISG20L2/EIF3D/DHX9/RPL7A/MRM3/RRS1/SRSF1/GTF3A/CELF3/TSR2/SRPK2/RIOK3/HSP90AA1/EIF3G/RPL35A/ZNF593/RIOK2/ATR/CUL4A/CLNS1A/EIF5",79
"GO:0009060","GO:0009060","aerobic respiration","55/1101","297/18860",0.185185185185185,3.1722003565782,9.39502108466451,1.72009276793004e-14,2.27740282473937e-11,1.91020828438547e-11,"NDUFA10/STOML2/PARK7/PDHA1/NDUFA13/MACROH2A1/GAPDH/UQCR10/EP300/PFKM/NDUFA1/ZBTB7A/UCHL1/NDUFA6/GPI/TMEM135/NDUFV2/ATP5PO/ENO2/COX6B1/ALDOC/NDUFS5/IDH3A/ATP5F1B/PDP1/NDUFV1/NDUFS7/GHITM/DLD/NDUFB8/MDH2/ACO2/COX4I1/RAN/UQCRC2/ATP7A/OGDHL/NDUFAB1/ATP5F1C/ALDOA/APP/NDUFS3/ACO1/VCP/SNCA/PINK1/ENO1/ATP5MG/PRKAG1/FLCN/UQCRC1/MTCH2/ADSL/SDHA/ATP5F1A",55
"GO:0000375","GO:0000375","RNA splicing, via transesterification reactions","60/1101","348/18860",0.172413793103448,2.95342791819349,9.15807250653284,3.11056281036682e-14,3.29470812874053e-11,2.76348948626273e-11,"RBM25/KHSRP/SRRM2/U2AF2/HNRNPL/RBM39/DDX39B/CIRBP/NOVA1/U2AF1/SF1/SRRM1/SFSWAP/PRPF6/USP39/PABPC1/HNRNPU/SRSF7/PSIP1/SRSF5/CD2BP2/HNRNPA3/SRSF2/SFPQ/ZBTB7A/SF3B5/SNU13/SRSF9/SAP18/LUC7L3/SF3B1/TRA2A/TIA1/RBM10/SCAF11/NCL/SF3B4/METTL3/PQBP1/USP4/IK/CELF2/SYNCRIP/HSPA8/SNRPN/SRSF6/LUC7L/SETX/SRSF4/QKI/HNRNPH1/DHX9/SRSF1/CELF3/SRPK2/PRPF40A/SON/DAZAP1/LSM3/CLNS1A",60
"GO:0000377","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","59/1101","344/18860",0.171511627906977,2.93797393490062,9.03227814425689,6.48679436356709e-14,4.90772327849305e-11,4.11643191191777e-11,"RBM25/SRRM2/U2AF2/HNRNPL/RBM39/DDX39B/CIRBP/NOVA1/U2AF1/SF1/SRRM1/SFSWAP/PRPF6/USP39/PABPC1/HNRNPU/SRSF7/PSIP1/SRSF5/CD2BP2/HNRNPA3/SRSF2/SFPQ/ZBTB7A/SF3B5/SNU13/SRSF9/SAP18/LUC7L3/SF3B1/TRA2A/TIA1/RBM10/SCAF11/NCL/SF3B4/METTL3/PQBP1/USP4/IK/CELF2/SYNCRIP/HSPA8/SNRPN/SRSF6/LUC7L/SETX/SRSF4/QKI/HNRNPH1/DHX9/SRSF1/CELF3/SRPK2/PRPF40A/SON/DAZAP1/LSM3/CLNS1A",59
"GO:0000398","GO:0000398","mRNA splicing, via spliceosome","59/1101","344/18860",0.171511627906977,2.93797393490062,9.03227814425689,6.48679436356709e-14,4.90772327849305e-11,4.11643191191777e-11,"RBM25/SRRM2/U2AF2/HNRNPL/RBM39/DDX39B/CIRBP/NOVA1/U2AF1/SF1/SRRM1/SFSWAP/PRPF6/USP39/PABPC1/HNRNPU/SRSF7/PSIP1/SRSF5/CD2BP2/HNRNPA3/SRSF2/SFPQ/ZBTB7A/SF3B5/SNU13/SRSF9/SAP18/LUC7L3/SF3B1/TRA2A/TIA1/RBM10/SCAF11/NCL/SF3B4/METTL3/PQBP1/USP4/IK/CELF2/SYNCRIP/HSPA8/SNRPN/SRSF6/LUC7L/SETX/SRSF4/QKI/HNRNPH1/DHX9/SRSF1/CELF3/SRPK2/PRPF40A/SON/DAZAP1/LSM3/CLNS1A",59
"GO:0006163","GO:0006163","purine nucleotide metabolic process","69/1101","454/18860",0.151982378854626,2.60344020453973,8.61082419758405,2.19648868268751e-13,1.45407550793913e-10,1.21962924222912e-10,"NDUFA10/STOML2/NDUFA13/MACROH2A1/TALDO1/ATP1B1/GAPDH/EP300/PFKM/NDUFA1/NUDT2/NMNAT2/ZBTB7A/UCHL1/NDUFA6/GPI/FIS1/ATP5MJ/TKT/ADCY2/ATIC/NDUFV2/GUCY1B1/LDHB/ATP6V1A/ATP5PO/ENO2/PARP1/DNPH1/ALDOC/NDUFS5/MTHFD1/LETMD1/ATP5F1B/NDUFV1/NDUFS7/GOT1/IMPDH2/PDE4C/HSPA8/NDUFB8/MDH2/RAN/ATP7A/SLC25A12/OGDHL/NDUFAB1/ATP5F1C/RHOQ/ALDOA/APP/NDUFS3/ACO1/VCP/PINK1/PGD/DNM1L/SLC4A7/TP53/ENO1/ATP5MG/NUDT3/PRKAG1/FLCN/MTCH2/PRPS1/ADSL/SDHA/ATP5F1A",69
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","72/1101","494/18860",0.145748987854251,2.4966629527077,8.39312959977,5.39305935508213e-13,3.17351581605722e-10,2.66183748285925e-10,"NDUFA10/STOML2/PARK7/PDHA1/NDUFA13/MACROH2A1/TALDO1/NR1D1/GAPDH/UQCR10/EP300/PPP1R3D/PFKM/NDUFA1/PYGB/ZBTB7A/UCHL1/NDUFA6/GPI/ENOX2/TMEM135/TKT/NDUFV2/ATP5PO/ENO2/COX6B1/SLC25A4/ALDOC/NDUFS5/IDH3A/ATP5F1B/PDP1/NDUFV1/NDUFS7/GHITM/PPARD/PPP1CA/HMGB1/DLD/NDUFB8/MDH2/ACO2/COX4I1/RAN/UQCRC2/ATP7A/OGDHL/NDUFAB1/IL6ST/ATP5F1C/ATG12/ALDOA/APP/NDUFS3/ACO1/VCP/SNCA/PINK1/PGD/TP53/ENO1/ATP5MG/MT3/SORBS1/PRKAG1/FLCN/UQCRC1/MCHR1/MTCH2/ADSL/SDHA/ATP5F1A",72
"GO:0046034","GO:0046034","ATP metabolic process","46/1101","241/18860",0.190871369294606,3.26960401897935,8.82925730346917,8.02129399980557e-13,4.24807730229703e-10,3.56314322938732e-10,"NDUFA10/STOML2/NDUFA13/ATP1B1/GAPDH/EP300/PFKM/NDUFA1/NUDT2/ZBTB7A/UCHL1/NDUFA6/GPI/FIS1/ATP5MJ/NDUFV2/ATP6V1A/ATP5PO/ENO2/PARP1/ALDOC/NDUFS5/LETMD1/ATP5F1B/NDUFV1/NDUFS7/HSPA8/NDUFB8/RAN/ATP7A/OGDHL/NDUFAB1/ATP5F1C/ALDOA/APP/NDUFS3/VCP/PINK1/DNM1L/ENO1/ATP5MG/PRKAG1/FLCN/MTCH2/SDHA/ATP5F1A",46
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process","48/1101","264/18860",0.181818181818182,3.11452398645859,8.6148664008327,1.64331275808252e-12,7.91180396982275e-10,6.63615295608443e-10,"NDUFA10/STOML2/NDUFA13/ATP1B1/GAPDH/EP300/PFKM/NDUFA1/NUDT2/ZBTB7A/UCHL1/NDUFA6/GPI/FIS1/ATP5MJ/NDUFV2/ATP6V1A/ATP5PO/ENO2/PARP1/ALDOC/NDUFS5/LETMD1/ATP5F1B/NDUFV1/NDUFS7/IMPDH2/HSPA8/NDUFB8/RAN/ATP7A/OGDHL/NDUFAB1/ATP5F1C/RHOQ/ALDOA/APP/NDUFS3/VCP/PINK1/DNM1L/ENO1/ATP5MG/PRKAG1/FLCN/MTCH2/SDHA/ATP5F1A",48
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","65/1101","434/18860",0.149769585253456,2.56553531142614,8.21553660942894,2.18534157222108e-12,9.64464080540236e-10,8.08959774980084e-10,"NDUFA10/STOML2/PARK7/PDHA1/NDUFA13/MACROH2A1/NR1D1/GAPDH/UQCR10/EP300/PPP1R3D/PFKM/NDUFA1/PYGB/ZBTB7A/UCHL1/NDUFA6/GPI/TMEM135/NDUFV2/ATP5PO/ENO2/COX6B1/ALDOC/NDUFS5/IDH3A/ATP5F1B/PDP1/NDUFV1/NDUFS7/GHITM/PPP1CA/HMGB1/DLD/NDUFB8/MDH2/ACO2/COX4I1/RAN/UQCRC2/ATP7A/OGDHL/NDUFAB1/IL6ST/ATP5F1C/ATG12/ALDOA/APP/NDUFS3/ACO1/VCP/SNCA/PINK1/TP53/ENO1/ATP5MG/MT3/SORBS1/PRKAG1/FLCN/UQCRC1/MTCH2/ADSL/SDHA/ATP5F1A",65
"GO:0050684","GO:0050684","regulation of mRNA processing","33/1101","139/18860",0.237410071942446,4.06680650030384,9.03593274365935,2.92838389826505e-12,1.13749459096228e-09,9.54091901308001e-10,"RBM25/U2AF2/HNRNPL/RBM39/CIRBP/NOVA1/SRRM1/SFSWAP/HNRNPU/SRSF7/SRSF5/SRSF2/ZBTB7A/SRSF9/SAP18/TRA2A/TIA1/RBM10/CDK11A/CDK11B/NCL/CELF2/SAFB2/SRSF6/SRSF4/QKI/DHX9/SRSF1/CELF3/SRPK2/SON/DAZAP1/CLNS1A",33
"GO:0008380","GO:0008380","RNA splicing","70/1101","490/18860",0.142857142857143,2.44712598936032,8.08152910223532,3.00697210601811e-12,1.13749459096228e-09,9.54091901308001e-10,"RBM25/KHSRP/SRRM2/U2AF2/HNRNPL/RBM39/DDX39B/CIRBP/NOVA1/U2AF1/SF1/SRRM1/SFSWAP/PRPF6/USP39/PABPC1/HNRNPU/SRSF7/PSIP1/PPIG/SRSF5/CD2BP2/HNRNPA3/RTRAF/SRSF2/SFPQ/ZBTB7A/SF3B5/SNU13/SRSF9/SAP18/LUC7L3/SF3B1/TRA2A/TIA1/RBM10/CDK11A/CDK11B/SCAF11/NCL/SF3B4/METTL3/PQBP1/USP4/IK/CELF2/TAF9/SYNCRIP/HSPA8/SNRPN/SRSF6/LUC7L/SETX/SRSF11/SRSF4/QKI/HNRNPH1/DHX9/PIK3R1/SRSF1/AKAP8L/CELF3/SRPK2/PRPF40A/SON/HNRNPH2/DAZAP1/FASTK/LSM3/CLNS1A",70
"GO:0045333","GO:0045333","cellular respiration","55/1101","336/18860",0.163690476190476,2.80399852947537,8.30772606442558,3.23306383924469e-12,1.14148707284266e-09,9.57440659762288e-10,"NDUFA10/STOML2/PARK7/PDHA1/NDUFA13/MACROH2A1/GAPDH/UQCR10/EP300/PFKM/NDUFA1/ZBTB7A/UCHL1/NDUFA6/GPI/TMEM135/NDUFV2/ATP5PO/ENO2/COX6B1/ALDOC/NDUFS5/IDH3A/ATP5F1B/PDP1/NDUFV1/NDUFS7/GHITM/DLD/NDUFB8/MDH2/ACO2/COX4I1/RAN/UQCRC2/ATP7A/OGDHL/NDUFAB1/ATP5F1C/ALDOA/APP/NDUFS3/ACO1/VCP/SNCA/PINK1/ENO1/ATP5MG/PRKAG1/FLCN/UQCRC1/MTCH2/ADSL/SDHA/ATP5F1A",55
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","48/1101","271/18860",0.177121771217712,3.03407502739877,8.39783496905777,4.40097540214994e-12,1.45672285811163e-09,1.22184974980742e-09,"NDUFA10/STOML2/NDUFA13/ATP1B1/GAPDH/EP300/PFKM/NDUFA1/NUDT2/ZBTB7A/UCHL1/NDUFA6/GPI/FIS1/ATP5MJ/NDUFV2/ATP6V1A/ATP5PO/ENO2/PARP1/ALDOC/NDUFS5/LETMD1/ATP5F1B/NDUFV1/NDUFS7/IMPDH2/HSPA8/NDUFB8/RAN/ATP7A/OGDHL/NDUFAB1/ATP5F1C/RHOQ/ALDOA/APP/NDUFS3/VCP/PINK1/DNM1L/ENO1/ATP5MG/PRKAG1/FLCN/MTCH2/SDHA/ATP5F1A",48
"GO:0043484","GO:0043484","regulation of RNA splicing","39/1101","192/18860",0.203125,3.47950726612171,8.59826527059005,6.03131172629154e-12,1.87893099426118e-09,1.57598362135915e-09,"RBM25/U2AF2/HNRNPL/RBM39/CIRBP/NOVA1/SRRM1/SFSWAP/HNRNPU/SRSF7/SRSF5/SRSF2/ZBTB7A/SF3B5/SRSF9/SAP18/TRA2A/TIA1/RBM10/CDK11A/CDK11B/NCL/PQBP1/CELF2/TAF9/SRSF6/SETX/SRSF4/QKI/HNRNPH1/PIK3R1/SRSF1/CELF3/SRPK2/SON/HNRNPH2/DAZAP1/FASTK/CLNS1A",39
"GO:0006119","GO:0006119","oxidative phosphorylation","33/1101","148/18860",0.222972972972973,3.81950069960969,8.57406351010044,1.83360949981497e-11,5.39488661723339e-09,4.52504800539134e-09,"NDUFA10/STOML2/PARK7/NDUFA13/MACROH2A1/UQCR10/NDUFA1/NDUFA6/TMEM135/NDUFV2/ATP5PO/COX6B1/NDUFS5/ATP5F1B/NDUFV1/NDUFS7/GHITM/DLD/NDUFB8/COX4I1/UQCRC2/ATP7A/NDUFAB1/ATP5F1C/NDUFS3/VCP/SNCA/PINK1/ATP5MG/UQCRC1/MTCH2/SDHA/ATP5F1A",33
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome","29/1101","117/18860",0.247863247863248,4.24586816957389,8.7689580297947,1.9575940349153e-11,5.4565357941639e-09,4.57675724506512e-09,"RBM25/U2AF2/HNRNPL/RBM39/CIRBP/NOVA1/SRRM1/SFSWAP/HNRNPU/SRSF7/SRSF5/SRSF2/ZBTB7A/SRSF9/SAP18/TRA2A/TIA1/RBM10/NCL/CELF2/SRSF6/SRSF4/QKI/SRSF1/CELF3/SRPK2/SON/DAZAP1/CLNS1A",29
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process","48/1101","287/18860",0.167247386759582,2.86492798754379,7.9269427513698,3.62782056187905e-11,9.60646884785572e-09,8.05758040585768e-09,"NDUFA10/STOML2/NDUFA13/ATP1B1/GAPDH/EP300/PFKM/NDUFA1/NUDT2/ZBTB7A/UCHL1/NDUFA6/GPI/FIS1/ATP5MJ/NDUFV2/ATP6V1A/ATP5PO/ENO2/PARP1/ALDOC/NDUFS5/LETMD1/ATP5F1B/NDUFV1/NDUFS7/IMPDH2/HSPA8/NDUFB8/RAN/ATP7A/OGDHL/NDUFAB1/ATP5F1C/RHOQ/ALDOA/APP/NDUFS3/VCP/PINK1/DNM1L/ENO1/ATP5MG/PRKAG1/FLCN/MTCH2/SDHA/ATP5F1A",48
"GO:0050821","GO:0050821","protein stabilization","44/1101","250/18860",0.176,3.01485921889192,7.98519011823985,4.28551117376606e-11,1.08076510363167e-08,9.06509130490867e-09,"ANK2/CDC37/PARK7/LAMP1/HIP1/USP33/PPIB/USP2/PHB2/CREBBP/ATP1B1/IP6K2/GAPDH/EP300/PFDN2/HSP90AB1/PTGES3/PPP1R10/CCT3/WIZ/DVL1/RUVBL1/TBL1X/PPP1CA/TAF9/PHB1/CCT7/CDC37L1/USP36/URI1/PFDN6/AAK1/HCFC1/NAPG/CCT4/PIK3R1/PINK1/CCT2/TP53/HSP90AA1/MT3/GOLGA7/CREB1/SUMO1",44
"GO:0033044","GO:0033044","regulation of chromosome organization","43/1101","244/18860",0.176229508196721,3.01879066720269,7.90290483859962,6.82738259735043e-11,1.64353719252581e-08,1.37854328042195e-08,"YLPM1/ACTB/SLF2/ATRX/MACROH2A1/NBN/NVL/HNRNPU/ARID1A/SMARCA4/TERF2IP/BCL7A/CUL3/PTGES3/SFPQ/BAZ1B/PPP1R10/NAT10/SMARCC1/PARP1/MAPT/CDC16/CCT3/DKC1/RUVBL1/IK/CTNNB1/ANAPC5/RB1/YY1/CCT7/NUMA1/GNL3/CCT4/BUB3/CCT2/RAD50/TP53/HSP90AA1/RIOK2/ATR/APC/SMARCC2",43
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","55/1101","364/18860",0.151098901098901,2.58830633490034,7.61885639243117,7.90804829448541e-11,1.82091407685195e-08,1.52732099783654e-08,"NDUFA10/STOML2/NDUFA13/ATP1B1/GAPDH/EP300/PFKM/NDUFA1/NUDT2/ZBTB7A/UCHL1/NDUFA6/GPI/FIS1/ATP5MJ/ADCY2/ATIC/NDUFV2/GUCY1B1/ATP6V1A/ATP5PO/ENO2/PARP1/ALDOC/NDUFS5/MTHFD1/LETMD1/ATP5F1B/NDUFV1/NDUFS7/IMPDH2/PDE4C/HSPA8/NDUFB8/RAN/ATP7A/OGDHL/NDUFAB1/ATP5F1C/RHOQ/ALDOA/APP/NDUFS3/VCP/PINK1/DNM1L/ENO1/ATP5MG/NUDT3/PRKAG1/FLCN/MTCH2/ADSL/SDHA/ATP5F1A",55
"GO:0019693","GO:0019693","ribose phosphate metabolic process","57/1101","392/18860",0.145408163265306,2.49082466774176,7.42682869687037,1.64489155846232e-10,3.62972737234018e-08,3.04449227048727e-08,"NDUFA10/STOML2/NDUFA13/ATP1B1/GAPDH/EP300/PFKM/NDUFA1/NUDT2/ZBTB7A/UCHL1/NDUFA6/GPI/FIS1/ATP5MJ/ADCY2/ATIC/NDUFV2/GUCY1B1/ATP6V1A/ATP5PO/ENO2/PARP1/RFK/ALDOC/NDUFS5/MTHFD1/LETMD1/ATP5F1B/NDUFV1/NDUFS7/IMPDH2/PDE4C/HSPA8/NDUFB8/RAN/ATP7A/OGDHL/NDUFAB1/ATP5F1C/RHOQ/ALDOA/APP/NDUFS3/VCP/PINK1/DNM1L/ENO1/ATP5MG/NUDT3/PRKAG1/FLCN/MTCH2/PRPS1/ADSL/SDHA/ATP5F1A",57
"GO:0006754","GO:0006754","ATP biosynthetic process","26/1101","104/18860",0.25,4.28247048138056,8.3577836155179,1.74465905321177e-10,3.69588573832381e-08,3.09998366507522e-08,"NDUFA10/STOML2/NDUFA13/NDUFA1/NUDT2/NDUFA6/ATP5MJ/NDUFV2/ATP5PO/PARP1/NDUFS5/LETMD1/ATP5F1B/NDUFV1/NDUFS7/NDUFB8/NDUFAB1/ATP5F1C/ALDOA/NDUFS3/VCP/PINK1/ENO1/ATP5MG/SDHA/ATP5F1A",26
"GO:0031647","GO:0031647","regulation of protein stability","58/1101","404/18860",0.143564356435644,2.45924047445616,7.38231368348174,1.88549371272532e-10,3.84060565484357e-08,3.2213698249801e-08,"GGA3/ANK2/CDC37/PARK7/LAMP1/HIP1/USP33/PPIB/USP10/USP2/YWHAZ/PHB2/NR1D1/CREBBP/ATP1B1/IP6K2/GAPDH/EP300/PFDN2/CUL3/HSP90AB1/PTGES3/PPP1R10/PRKDC/CCT3/DAZAP2/WIZ/DVL1/RUVBL1/TBL1X/USP4/PPP1CA/TAF9/HSPA8/PHB1/USP34/CCT7/CDC37L1/USP36/URI1/PFDN6/TF/AAK1/HCFC1/NAPG/CCT4/FBXO7/PIK3R1/SNCA/PINK1/CCT2/TP53/HSP90AA1/MT3/GOLGA7/FLCN/CREB1/SUMO1",58
"GO:0009259","GO:0009259","ribonucleotide metabolic process","56/1101","385/18860",0.145454545454545,2.49161918916687,7.36274635049191,2.35579938349892e-10,4.62085686481862e-08,3.87581808903136e-08,"NDUFA10/STOML2/NDUFA13/ATP1B1/GAPDH/EP300/PFKM/NDUFA1/NUDT2/ZBTB7A/UCHL1/NDUFA6/GPI/FIS1/ATP5MJ/ADCY2/ATIC/NDUFV2/GUCY1B1/ATP6V1A/ATP5PO/ENO2/PARP1/RFK/ALDOC/NDUFS5/MTHFD1/LETMD1/ATP5F1B/NDUFV1/NDUFS7/IMPDH2/PDE4C/HSPA8/NDUFB8/RAN/ATP7A/OGDHL/NDUFAB1/ATP5F1C/RHOQ/ALDOA/APP/NDUFS3/VCP/PINK1/DNM1L/ENO1/ATP5MG/NUDT3/PRKAG1/FLCN/MTCH2/ADSL/SDHA/ATP5F1A",56
"GO:0006403","GO:0006403","RNA localization","38/1101","208/18860",0.182692307692308,3.12949765947041,7.68935421277797,2.98569766567202e-10,5.64723387049966e-08,4.73670832674283e-08,"WNK1/FXR1/KHSRP/ZC3H11A/ZC3H11C/DDX39B/BICD1/NUTF2/PRPF6/KPNB1/HNRNPU/SRSF7/AGFG1/POM121/POM121C/RTRAF/CCT3/NHP2/METTL3/ZNHIT6/DKC1/LRPPRC/RUVBL1/YY1/NUP50/CCT7/RAN/QKI/CCT4/DHX9/KIF5C/SRSF1/AKAP8L/HNRNPAB/CCT2/BICD2/DDX25/ATR",38
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","27/1101","115/18860",0.234782608695652,4.02179836512262,8.09310948825944,3.62682462071283e-10,6.62333213492936e-08,5.55542646076521e-08,"NDUFA10/STOML2/NDUFA13/NDUFA1/NUDT2/NDUFA6/ATP5MJ/NDUFV2/ATP5PO/PARP1/NDUFS5/LETMD1/ATP5F1B/NDUFV1/NDUFS7/IMPDH2/NDUFB8/NDUFAB1/ATP5F1C/ALDOA/NDUFS3/VCP/PINK1/ENO1/ATP5MG/SDHA/ATP5F1A",27
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","38/1101","210/18860",0.180952380952381,3.09969291985641,7.61850486504483,3.97847049647697e-10,7.02332658311401e-08,5.89092824390625e-08,"COPG1/MAP1B/WASL/TUBB/BICD1/LAMP1/TUBA1A/TUBA1B/CCDC186/TUBA1C/HNRNPU/AP3D1/SFPQ/UCHL1/KIF1A/PAFAH1B1/CDC42/SPG7/MAPT/RAB6A/SSX2IP/LRPPRC/RUFY3/SOD1/KIF1B/DST/DYNC1H1/DYNLL1/TRAK1/HSBP1/CCDC88A/KIF5C/APP/RAB1A/BICD2/AP3M2/KIFAP3/HOOK2",38
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process","27/1101","116/18860",0.232758620689655,3.98712768956121,8.03517575397338,4.46802614937216e-10,7.63311822163709e-08,6.40240079808167e-08,"NDUFA10/STOML2/NDUFA13/NDUFA1/NUDT2/NDUFA6/ATP5MJ/NDUFV2/ATP5PO/PARP1/NDUFS5/LETMD1/ATP5F1B/NDUFV1/NDUFS7/IMPDH2/NDUFB8/NDUFAB1/ATP5F1C/ALDOA/NDUFS3/VCP/PINK1/ENO1/ATP5MG/SDHA/ATP5F1A",27
"GO:0051656","GO:0051656","establishment of organelle localization","56/1101","400/18860",0.14,2.39818346957312,7.03755896554197,1.01097954896588e-09,1.67317115353854e-07,1.40339924231448e-07,"COPG1/MAP1B/WASL/BICD1/LAMP1/DCTN2/TUBA1A/MKKS/YWHAZ/EZR/CCDC186/KPNB1/CUL3/AP3D1/PDCD6/UCHL1/KIF1A/RPS15/TRAPPC4/PAFAH1B1/CDC42/TESK1/MAPT/CHMP2A/RBM10/RAB6A/LRPPRC/RAB11B/SNAP25/CTNNB1/KIF1B/COPS5/DYNC1H1/RAN/TRAK1/NUMA1/PEF1/TSG101/SCRIB/HSBP1/NSFL1C/KIF5C/RAB1A/SNCA/PINK1/DNM1L/BICD2/RAB27A/UNC13B/AP3M2/KIFAP3/TRAPPC2L/MAP4/RAC2/RIOK2/DNM3",56
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process","32/1101","163/18860",0.196319018404908,3.3629216050105,7.54398623893647,1.17007842192592e-09,1.87779858258172e-07,1.5750337928317e-07,"NDUFA10/STOML2/NDUFA13/NDUFA1/NUDT2/NDUFA6/ATP5MJ/ADCY2/ATIC/NDUFV2/GUCY1B1/ATP5PO/PARP1/NDUFS5/MTHFD1/LETMD1/ATP5F1B/NDUFV1/NDUFS7/IMPDH2/NDUFB8/NDUFAB1/ATP5F1C/ALDOA/NDUFS3/VCP/PINK1/ENO1/ATP5MG/ADSL/SDHA/ATP5F1A",32
"GO:0009201","GO:0009201","ribonucleoside triphosphate biosynthetic process","27/1101","121/18860",0.223140495867769,3.82237034701736,7.75491811264879,1.22079336514315e-09,1.90156519464651e-07,1.59496842133254e-07,"NDUFA10/STOML2/NDUFA13/NDUFA1/NUDT2/NDUFA6/ATP5MJ/NDUFV2/ATP5PO/PARP1/NDUFS5/LETMD1/ATP5F1B/NDUFV1/NDUFS7/IMPDH2/NDUFB8/NDUFAB1/ATP5F1C/ALDOA/NDUFS3/VCP/PINK1/ENO1/ATP5MG/SDHA/ATP5F1A",27
"GO:0000723","GO:0000723","telomere maintenance","32/1101","166/18860",0.192771084337349,3.30214591335369,7.41787494315457,1.88586442458133e-09,2.85358228359506e-07,2.39348808172427e-07,"YLPM1/SLF2/ATRX/DCLRE1C/NBN/NVL/HNRNPU/TERF2IP/RPA2/HSP90AB1/PTGES3/RAD51C/PPP1R10/NAT10/PRKDC/PARP1/CCT3/NHP2/DKC1/RUVBL1/PPP1CA/CTNNB1/YY1/CCT7/XRCC6/GNL3/CCT4/CCT2/RAD50/TP53/HSP90AA1/ATR",32
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process","34/1101","185/18860",0.183783783783784,3.14819451604193,7.31093459521535,2.18054427078614e-09,3.20782290502317e-07,2.69061310605776e-07,"NDUFA10/STOML2/NDUFA13/NDUFA1/NUDT2/NDUFA6/ATP5MJ/ADCY2/ATIC/NDUFV2/GUCY1B1/ATP5PO/PARP1/RFK/NDUFS5/MTHFD1/LETMD1/ATP5F1B/NDUFV1/NDUFS7/IMPDH2/NDUFB8/NDUFAB1/ATP5F1C/ALDOA/NDUFS3/VCP/PINK1/ENO1/ATP5MG/PRPS1/ADSL/SDHA/ATP5F1A",34
