"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"2802","AFFX-DapX-3_at",12.5384293552835,7.32611987728023,31.2187807125825,2.61099015871698e-21,1.42755886927851e-16,32.6106444698761,NA,NA
"2816","AFFX-r2-Bs-dap-3_at",12.2562915226025,7.53647253798622,24.5416245397187,8.14033464365869e-19,2.22536398321019e-14,29.225934781218,NA,NA
"2825","AFFX-r2-Bs-thr-3_s_at",11.0119809327772,7.11187231075102,21.8764912768043,1.22221272308758e-17,2.22748268782712e-13,27.4001053101209,NA,NA
"2818","AFFX-r2-Bs-dap-M_at",11.0465251181437,6.84718306916684,21.2604963933249,2.38556320112888e-17,3.26076670054303e-13,26.9281725289313,NA,NA
"2813","AFFX-PheX-3_at",7.92334367850459,7.56780132014326,20.3627532925659,6.52740454915388e-17,7.13771687449977e-13,26.2027047144608,NA,NA
"2815","AFFX-PheX-M_at",8.59946996456052,6.09845231248501,19.5913941010966,1.60071465398973e-16,1.25027248152698e-12,25.5412714663895,NA,NA
"2828","AFFX-ThrX-3_at",10.1168284067741,7.15496865467879,19.6778082389875,1.44544099661218e-16,1.25027248152698e-12,25.6172028009736,NA,NA
"2804","AFFX-DapX-M_at",9.36361863134129,7.36297421831629,18.4320057827933,6.54816626420296e-16,4.47526238119121e-12,24.4752467141637,NA,NA
"2830","AFFX-ThrX-M_at",7.73616992881578,6.37874263443342,16.9515409530805,4.44538150876849e-15,2.70056926657686e-11,22.9753571345685,NA,NA
"2812","AFFX-LysX-M_at",7.8944064606613,5.92974707353784,15.7335296340412,2.39806814272723e-14,1.31114375703611e-10,21.6107060317296,NA,NA
"2822","AFFX-r2-Bs-phe-3_at",8.42496279962747,7.52231118851218,15.637705422655,2.75060642255038e-14,1.3671764195722e-10,21.4979114613563,NA,NA
"2817","AFFX-r2-Bs-dap-5_at",7.98005387601337,5.51049379086628,15.0097747737853,6.87635998444675e-14,3.13304151791355e-10,20.737994108863,NA,NA
"2810","AFFX-LysX-3_at",8.15504351999779,7.73256239706943,14.7865248446268,9.59630694106982e-14,4.03598524617686e-10,20.4588799343686,NA,NA
"2824","AFFX-r2-Bs-phe-M_at",8.02518741599516,6.51094442652295,14.1746536272549,2.44348989118402e-13,9.54270070003475e-10,19.6687906602648,NA,NA
"2819","AFFX-r2-Bs-lys-3_at",7.52341188645967,6.89953753836623,14.1154071616615,2.67947342840423e-13,9.7666806465334e-10,19.590281272039,NA,NA
"2803","AFFX-DapX-5_at",7.30419865785069,5.92118430797356,13.4974408185904,7.14055697442155e-13,2.44006220360311e-09,18.7494554148541,NA,NA
"2814","AFFX-PheX-5_at",6.55163354950466,5.05401061013197,12.7319949405717,2.52543215541792e-12,8.12223547632203e-09,17.6500420055338,NA,NA
"2827","AFFX-r2-Bs-thr-M_s_at",8.02340523097834,6.82125723963115,12.5666533155414,3.34263490791804e-12,1.0153253532801e-08,17.4037582544087,NA,NA
"2829","AFFX-ThrX-5_at",5.86413598948613,4.9763796500444,12.4732960813967,3.92067716972444e-12,1.1282264434457e-08,17.2632763071944,NA,NA
"1445","216550_x_at",3.11090004806826,8.78457272206325,11.7930512862233,1.28797816568172e-11,3.52101031043241e-08,16.2078462918129,"ANKRD12","ankyrin repeat domain 12"
"1878","225197_at",-2.27673483041061,8.50713616752611,-11.7347797777191,1.42937516425058e-11,3.7214803383524e-08,16.1147739696357,NA,NA
"2821","AFFX-r2-Bs-lys-M_at",7.87356023403797,6.00138769392961,11.5989841702611,1.82469075488828e-11,4.53477122834168e-08,15.8962102896001,NA,NA
"1728","222633_at",2.62618346517526,9.79488565125358,11.078166239987,4.74379378766649e-11,1.12768228408985e-07,15.0358939545145,NA,NA
"2306","235149_at",2.79920087058434,8.58434110388618,10.8685990727511,7.02848486637202e-11,1.60117670862037e-07,14.6796282947426,NA,NA
"2031","227612_at",2.89606403692157,10.2365465588956,10.5327501279818,1.33391341559983e-10,2.91726863991683e-07,14.0962925340121,NA,NA
"2565","241060_x_at",2.73473121913952,7.27659604954549,10.4821424130942,1.47082943375199e-10,3.09298458809192e-07,14.0070509639439,NA,NA
"2604","242066_at",4.073719190266,4.32284860090784,10.3632164972031,1.85271255345409e-10,3.75174292074453e-07,13.7959392065806,NA,NA
"2811","AFFX-LysX-5_at",4.72474831067376,4.89255227052077,10.3132677399894,2.04236065749182e-10,3.98807389101304e-07,13.7066848906084,NA,NA
"1331","214659_x_at",2.52061609747966,8.30881888492571,10.1871420269755,2.61572809368872e-10,4.93154943180796e-07,13.4797520931246,"YLPM1","YLP motif containing 1"
"2485","239533_at",2.84161926575588,8.99135997523035,10.1346830948476,2.90092768768124e-10,5.28694071079906e-07,13.3847052199487,NA,NA
"1","1316_at",2.86996008646429,8.08101752543617,10.0243189260448,3.61054016967683e-10,6.36794463797035e-07,13.1834710939026,"THRA","thyroid hormone receptor alpha"
"367","200914_x_at",2.34921502875707,9.26655234474208,9.97354086250524,3.99500523794484e-10,6.70755388078785e-07,13.0903023306277,"KTN1","kinectin 1"
"2823","AFFX-r2-Bs-phe-5_at",6.09325815131337,5.97864295635684,9.96688334957583,4.04845501721077e-10,6.70755388078785e-07,13.0780596966868,NA,NA
"227","1563947_a_at",2.47720498628533,7.29162556583459,9.9356633980838,4.30911920386102e-10,6.7314597848886e-07,13.0205642131845,NA,NA
"521","202021_x_at",-2.14029880294036,10.6723346506212,-9.94695709056784,4.2128830192622e-10,6.7314597848886e-07,13.0413790606218,"EIF1","eukaryotic translation initiation factor 1"
"1590","219549_s_at",-2.65828862717661,12.2568883163393,-9.83546141043736,5.26892011108433e-10,8.00217241870933e-07,12.8350863795295,"RTN3","reticulon 3"
"1148","212227_x_at",-2.09181874352032,10.6391366879347,-9.65702069825609,7.56138999104793e-10,1.11734864259607e-06,12.5012050150488,"EIF1","eukaryotic translation initiation factor 1"
"1135","212130_x_at",-2.08073719802661,10.8666103637822,-9.5999335872979,8.49493957210393e-10,1.2222653186968e-06,12.3934153426169,"EIF1","eukaryotic translation initiation factor 1"
"1840","224771_at",2.6472817967809,8.6020763293762,9.46820701512763,1.11303965639955e-09,1.56039597983707e-06,12.1428828687344,NA,NA
"343","200801_x_at",-2.00672226945161,13.4670388459719,-9.39231332885756,1.30184563320582e-09,1.77946024988821e-06,11.9973876332255,"ACTB","actin beta"
"987","209683_at",-2.21656298338998,7.68598231211543,-9.34475710302933,1.43669284819668e-09,1.91588247500374e-06,11.90578719168,"CYRIA","CYFIP related Rac1 interactor A"
"830","208003_s_at",2.43257445408532,8.04170129313125,9.31632183523189,1.52411750523305e-09,1.98407439520517e-06,11.8508577336302,"NFAT5","nuclear factor of activated T cells 5"
"688","204184_s_at",2.31565160668184,9.37995414405553,9.28540642398009,1.62540664015706e-09,2.01336741222099e-06,11.7910022183796,"GRK3","G protein-coupled receptor kinase 3"
"954","209204_at",2.24093674011265,8.66251742448024,9.2856156087789,1.62469847569556e-09,2.01336741222099e-06,11.7914076955292,"LMO4","LIM domain only 4"
"1622","220617_s_at",-2.46526681169688,7.979557653443,-9.27614153281536,1.6570925203465e-09,2.01336741222099e-06,11.7730369790523,"ZNF532","zinc finger protein 532"
"1118","211993_at",2.25572745480713,8.41162594154764,9.22297732123953,1.85162777066276e-09,2.20082061654319e-06,11.6697032377662,"WNK1","WNK lysine deficient protein kinase 1"
"1172","212417_at",2.83276507430487,9.46316218929337,9.21035330884141,1.90118313096132e-09,2.21164229117682e-06,11.6451049992674,"SCAMP1","secretory carrier membrane protein 1"
"1174","212451_at",2.57805530438779,9.28142003056202,8.86184601340554,3.97414710271047e-09,4.43441822123867e-06,10.9566980812875,"SECISBP2L","SECIS binding protein 2 like"
"1838","224726_at",2.14433496745056,7.89903143619342,8.86491724525859,3.94813328744416e-09,4.43441822123867e-06,10.9628435963765,NA,NA
"1967","226554_at",2.21441138188952,9.89992338382406,8.79208722151794,4.61499733214522e-09,4.94754861049098e-06,10.8167321348776,NA,NA
"2157","230779_at",1.7696067524973,8.7277219763343,8.796042540496,4.5759642338424e-09,4.94754861049098e-06,10.824687621788,NA,NA
"1738","222820_at",-2.31648759324236,6.98054450967352,-8.70964428487919,5.51142606228634e-09,5.78510912370378e-06,10.650379358897,NA,NA
"2321","235560_at",2.21477049943352,7.65286987484772,8.70160901330791,5.60787898594057e-09,5.78510912370378e-06,10.6341115112294,NA,NA
"1760","223134_at",2.21702904363989,8.90004353713001,8.59764708729806,7.02454004218983e-09,7.11234679271721e-06,10.4227640585651,NA,NA
"1125","212033_at",-1.6667682852693,9.46877484421968,-8.46086071747349,9.46825469069844e-09,9.41230591298068e-06,10.1422222401591,"RBM25","RNA binding motif protein 25"
"478","201635_s_at",2.90410335299065,9.24108574805068,8.431647881419,1.00948279587544e-08,9.6830652393842e-06,10.0819451720384,"FXR1","FMR1 autosomal homolog 1"
"829","207966_s_at",1.55542645290406,10.1096996096787,8.43897363621334,9.93380362521656e-09,9.6830652393842e-06,10.0970729633527,"GLG1","golgi glycoprotein 1"
"581","202623_at",-1.71677758113813,8.08371999988203,-8.36938154756526,1.1576573034795e-08,1.07892755637946e-05,9.95303989927702,"EAPP","E2F associated phosphoprotein"
"2826","AFFX-r2-Bs-thr-5_s_at",4.98818837620955,6.167558102172,8.36679521108326,1.16427482078442e-08,1.07892755637946e-05,9.94767304822227,NA,NA
"78","1555945_s_at",2.13176042509707,8.68656309907438,8.33296577944155,1.2544998837809e-08,1.14316301909535e-05,9.87738213380556,NA,NA
"2805","AFFX-HSAC07/X00351_3_at",-1.62294209386057,13.3245556682285,-8.29911533006353,1.35198557230443e-08,1.211800183045e-05,9.80687613668686,"ACTB","actin beta"
"972","209411_s_at",2.14450339853839,8.53691931599576,8.25511871171256,1.49043917644222e-08,1.31435099954804e-05,9.71498085301415,"GGA3","golgi associated, gamma adaptin ear containing, ARF binding protein 3"
"1614","220462_at",1.87394401021715,8.73578596598855,8.1913927388298,1.71728459017652e-08,1.49035769790319e-05,9.58136396067134,"CSRNP3","cysteine and serine rich nuclear protein 3"
"1440","216449_x_at",2.90505614457692,8.40614053051304,8.14140698314338,1.91985404983996e-08,1.64012531523437e-05,9.47613226317713,"HSP90B1","heat shock protein 90 beta family member 1"
"1826","224594_x_at",-1.77348589715737,13.5579118995377,-8.10218930576441,2.09586431149029e-08,1.76294432662664e-05,9.39330888661228,NA,NA
"1718","222582_at",-2.14016155140077,7.93601106019983,-8.06773480223002,2.26414694845419e-08,1.84764528965273e-05,9.32035560741954,NA,NA
"2198","232008_s_at",2.03093796869984,7.78172653495927,8.06809172664892,2.26233436714611e-08,1.84764528965273e-05,9.32111225862472,NA,NA
"699","204372_s_at",1.66764374096511,8.75945059690061,8.05723720723919,2.31812921973864e-08,1.86387816307662e-05,9.29809306177214,"KHSRP","KH-type splicing regulatory protein"
"1294","213867_x_at",-1.76972342180466,13.5775699187993,-8.01319193986713,2.55942384164475e-08,2.02806519625981e-05,9.2045062385849,"ACTB","actin beta"
"861","208704_x_at",-2.20358297725358,10.2860929343273,-7.98794585585534,2.70920745604771e-08,2.10584185710543e-05,9.15073360052063,"APLP2","amyloid beta precursor like protein 2"
"2096","229353_s_at",1.6641443724395,13.6485877558031,7.98380679432018,2.73460945321419e-08,2.10584185710543e-05,9.14190861172682,NA,NA
"2354","236268_at",1.91124723870273,7.82269749037543,7.97440058502294,2.79324947753936e-08,2.12112382200645e-05,9.12184395280212,NA,NA
"1485","217749_at",-2.1012513066109,7.3006546502345,-7.92942324294742,3.09200718223264e-08,2.31582866696671e-05,9.02571993585956,"COPG1","coat protein complex I subunit gamma 1"
"1500","217860_at",-1.82676145571758,9.29700678460816,-7.90457400600822,3.27093574021145e-08,2.41673529183867e-05,8.97248435589915,"NDUFA10","NADH:ubiquinone oxidoreductase subunit A10"
"812","207702_s_at",3.02048899817167,7.18867537146727,7.89437187251743,3.34744110962589e-08,2.44028456891727e-05,8.95060140371258,"MAGI2","membrane associated guanylate kinase, WW and PDZ domain containing 2"
"845","208610_s_at",2.76987743348095,10.3847790174924,7.88003261261056,3.4580858175768e-08,2.48777423784226e-05,8.9198185212464,"SRRM2","serine/arginine repetitive matrix 2"
"1902","225476_at",2.64805861439833,4.72463835451152,7.87098643920956,3.52981126523592e-08,2.50639520684122e-05,8.90038294947659,NA,NA
"21","1553581_s_at",1.85612080140083,8.5634716744431,7.81850329793024,3.97713787598698e-08,2.78782068422549e-05,8.78738504430413,NA,NA
"1538","218381_s_at",1.88168389964205,8.03150739708177,7.78528992771082,4.28988471317156e-08,2.96898033788171e-05,8.71566555325875,"U2AF2","U2 small nuclear RNA auxiliary factor 2"
"1669","221765_at",1.91641009867618,7.60213901306529,7.76359696824456,4.50766624595205e-08,3.06299461261358e-05,8.66873499564318,"UGCG","UDP-glucose ceramide glucosyltransferase"
"2151","230629_s_at",2.88832396951082,7.77299443659994,7.75000992109573,4.64981349514271e-08,3.06299461261358e-05,8.63930550535565,NA,NA
"2585","241701_at",2.64329836352311,7.71255698908953,7.75942873944652,4.55079398860298e-08,3.06299461261358e-05,8.65970951566188,NA,NA
"2820","AFFX-r2-Bs-lys-5_at",4.38484636346987,5.32956556076808,7.75508364054915,4.5962023196244e-08,3.06299461261358e-05,8.65029833774686,NA,NA
"2780","35436_at",2.35765973862887,8.07522849191522,7.73840175134025,4.77489540014311e-08,3.10794530955743e-05,8.614140756307,"GOLGA2","golgin A2"
"1015","210371_s_at",-2.06750468107044,7.53520839223005,-7.71348114868913,5.05520932828046e-08,3.21387872120621e-05,8.56004982007339,"RBBP4","RB binding protein 4, chromatin remodeling factor"
"2352","236254_at",1.88989293444891,7.5894115936671,7.71549815832636,5.03190661875553e-08,3.21387872120621e-05,8.56443119215547,NA,NA
"1327","214577_at",2.78540607725872,10.4186889910544,7.6795162722126,5.46466084679927e-08,3.43425668734196e-05,8.48618132503464,"MAP1B","microtubule associated protein 1B"
"1535","218330_s_at",1.52490358485724,8.68459157856425,7.63356901774239,6.07330298431324e-08,3.7733845530378e-05,8.38598424823842,"NAV2","neuron navigator 2"
"597","202844_s_at",1.66596071901971,8.92019516738316,7.60899334742611,6.42694146890109e-08,3.89790663789912e-05,8.33226558389467,"RALBP1","ralA binding protein 1"
"1403","215416_s_at",-2.13214490692437,7.09869857395019,-7.6049176061213,6.48759952535565e-08,3.89790663789912e-05,8.32334812281703,"STOML2","stomatin like 2"
"1507","217936_at",-1.84763679707925,8.04409162434993,-7.60724726229468,6.45285646636225e-08,3.89790663789912e-05,8.3284455577485,"ARHGAP5","Rho GTPase activating protein 5"
"2294","234969_s_at",1.74424747806127,9.47722674243867,7.58717998720712,6.75849277071975e-08,4.01652817651198e-05,8.28451117322398,NA,NA
"458","201465_s_at",2.13488245649946,8.32025228555992,7.57997930542368,6.8717459807874e-08,4.03992162902743e-05,8.26873203743843,"JUN","Jun proto-oncogene, AP-1 transcription factor subunit"
"910","209023_s_at",2.02310915691061,7.90074111397276,7.56579903235814,7.10049478061497e-08,4.12999523542684e-05,8.23763620846781,"STAG2","STAG2 cohesin complex component"
"304","200598_s_at",2.06214498872795,7.87808814546849,7.55318280657556,7.31056841990627e-08,4.20742450903553e-05,8.20994561161902,"HSP90B1","heat shock protein 90 beta family member 1"
"894","208900_s_at",2.22543759398974,8.94101216623499,7.5473306370256,7.41016481937078e-08,4.22032043228227e-05,8.19709319148122,"TOP1","DNA topoisomerase I"
"607","202920_at",-1.85037080970044,11.0600760762042,-7.53695115344517,7.59024306141631e-08,4.27831483899935e-05,8.17428575403178,"ANK2","ankyrin 2"
"2139","230296_at",1.91502073246037,11.2034579628764,7.53095471276635,7.69631500849229e-08,4.29383697029914e-05,8.1611023115699,NA,NA
"2040","227931_at",1.67208689372239,8.70238180820896,7.5165684488711,7.95703191362588e-08,4.39445171593429e-05,8.129452230713,NA,NA
"204","1561615_s_at",1.66146540943045,9.4170387507608,7.48356640157523,8.5898502800666e-08,4.69650064062641e-05,8.05673393144697,NA,NA
"788","207002_s_at",1.70912493664758,7.18427119431575,7.47761918187873,8.70926013591854e-08,4.7146415636767e-05,8.04361281296192,"PLAGL1","PLAG1 like zinc finger 1"
"2299","235066_at",-2.05944751877387,10.0338332425559,-7.46393866036744,8.99043753782126e-08,4.81913894490566e-05,8.01341064978261,NA,NA
"1762","223144_s_at",-1.86291950399073,8.38748955375048,-7.44777324747244,9.33470389300901e-08,4.95509645971134e-05,7.9776878951603,NA,NA
"712","204716_at",1.78809037577306,8.39958151835405,7.44100308508835,9.48286828621439e-08,4.98534445719973e-05,7.96271583852987,"CCDC6","coiled-coil domain containing 6"
"23","1553677_a_at",1.61739848812374,8.72909216949459,7.43590761869385,9.59596887760838e-08,4.99675807984036e-05,7.95144298599159,NA,NA
"1311","214246_x_at",2.12306488545105,9.48384250921005,7.42429518197742,9.8589122067379e-08,5.08524551795655e-05,7.92573850516058,"MINK1","misshapen like kinase 1"
"2594","241836_x_at",3.20430099935862,4.81522483984464,7.39415959074697,1.05762455845173e-07,5.40426380685496e-05,7.8589421959464,NA,NA
"308","200616_s_at",1.5718174632268,8.48016714295097,7.38962603216598,1.06886956638393e-07,5.41115217981866e-05,7.84888218687701,"MLEC","malectin"
"997","209953_s_at",-3.2549338259886,5.56140314386604,-7.38373781273037,1.0836576477349e-07,5.43568641191796e-05,7.83581178188323,"CDC37","cell division cycle 37, HSP90 cochaperone"
"1297","213922_at",1.95091596064771,9.15663188108256,7.37572532733113,1.10411789205554e-07,5.48796779528514e-05,7.81801806219677,"TTBK2","tau tubulin kinase 2"
"527","202072_at",-3.16341835409616,5.86683168816607,-7.35955447296448,1.14662400683398e-07,5.54793518350867e-05,7.78207871505447,"HNRNPL","heterogeneous nuclear ribonucleoprotein L"
"786","206864_s_at",2.83976136893448,8.4044342985644,7.36435924174125,1.13382227381263e-07,5.54793518350867e-05,7.79276110058607,"HRK","harakiri, BCL2 interacting protein"
"1714","222540_s_at",1.68811762454885,9.66794337516911,7.36172641866613,1.14081889077878e-07,5.54793518350867e-05,7.78690798427458,NA,NA
"772","206374_at",1.77789086821199,8.99014735805492,7.33798766758273,1.20593451975463e-07,5.7235636130319e-05,7.73408893863445,"DUSP8","dual specificity phosphatase 8"
"1973","226675_s_at",2.94638799699979,12.3501126252353,7.33502388034218,1.21432716801408e-07,5.7235636130319e-05,7.72748883377499,NA,NA
"2409","237560_at",2.96847845637723,6.79273433691572,7.33855185770453,1.2043436239022e-07,5.7235636130319e-05,7.7353452008925,NA,NA
"899","208942_s_at",1.78775813574218,11.6090652951258,7.29634729553004,1.32949383265524e-07,6.21282694875431e-05,7.64124486494472,"SEC62","SEC62 preprotein translocation factor"
"2161","230885_at",2.85714173798871,8.15646961063703,7.28674292109632,1.35978748221569e-07,6.30054072797822e-05,7.61979540721109,NA,NA
"555","202301_s_at",1.44129188256539,9.00366872597509,7.27892423618516,1.38496989404521e-07,6.31026907974347e-05,7.60232428633337,"RSRC2","arginine and serine rich coiled-coil 2"
"2648","242829_x_at",2.55904656795981,8.50548543788279,7.28057556529941,1.37961183314776e-07,6.31026907974347e-05,7.60601495880362,NA,NA
"1808","224212_s_at",1.66467005039922,8.27080616928873,7.27350247816683,1.40271205869703e-07,6.33828775283144e-05,7.59020410282592,NA,NA
"628","203202_at",1.87733472844543,8.83359103529423,7.26163257177115,1.44237167412247e-07,6.41151799045904e-05,7.56365476343469,"KRR1","KRR1 small subunit processome component"
"2316","235484_at",2.00195961183529,7.26836420693797,7.26474749287671,1.43185437759846e-07,6.41151799045904e-05,7.57062381280807,NA,NA
"1221","212917_x_at",1.75993177713937,7.66218704169671,7.25683036105245,1.45874108674783e-07,6.43198942886594e-05,7.55290803733347,"RECQL","RecQ like helicase"
"58","1555272_at",-1.68188121708806,7.93240017342285,-7.24452945614035,1.50154413249325e-07,6.56775403552547e-05,7.52536536372039,NA,NA
"757","205871_at",2.47562168830978,7.76812179980117,7.2383288477061,1.52360519789847e-07,6.61135826945229e-05,7.51147363875465,"PLGLB2","plasminogen like B2"
"758","205871_at",2.47562168830978,7.76812179980117,7.2383288477061,1.52360519789847e-07,6.61135826945229e-05,7.51147363875465,"PLGLB1","plasminogen like B1"
"2703","243683_at",3.41336701783167,6.50056652117204,7.22253277166991,1.58131672641287e-07,6.80775527689949e-05,7.47605995613097,NA,NA
"397","201065_s_at",1.27257256180239,10.7976647808046,7.18798977193663,1.71544266411985e-07,7.32748653599632e-05,7.39849489157236,"GTF2I","general transcription factor IIi"
"398","201065_s_at",1.27257256180239,10.7976647808046,7.18798977193663,1.71544266411985e-07,7.32748653599632e-05,7.39849489157236,"GTF2IP1","general transcription factor IIi pseudogene 1"
"399","201065_s_at",1.27257256180239,10.7976647808046,7.18798977193663,1.71544266411985e-07,7.32748653599632e-05,7.39849489157236,"GTF2IP4","general transcription factor IIi pseudogene 4"
"750","205738_s_at",-2.99539230592162,7.27560103366112,-7.18402013939593,1.73158435761167e-07,7.33909881801692e-05,7.38957051232158,"FABP3","fatty acid binding protein 3"
"121","1557545_s_at",2.26761294845502,8.37978730625868,7.1690170989995,1.79400745497692e-07,7.54518135391256e-05,7.35582133837519,NA,NA
"2468","239035_at",2.20775941974865,7.97537188286071,7.16002327446558,1.83252687870463e-07,7.64835168650194e-05,7.33557475852258,NA,NA
"1546","218521_s_at",1.54558850466844,8.62788981609644,7.1471522248112,1.88912886897573e-07,7.76602412866528e-05,7.30658028613532,"UBE2W","ubiquitin conjugating enzyme E2 W"
"2716","243904_at",1.47746317433638,9.48181283041196,7.14997718336876,1.87655449469162e-07,7.76602412866528e-05,7.31294601624958,NA,NA
"2524","240050_s_at",3.28006562439308,3.90824979087615,7.14273651002906,1.90895683965778e-07,7.78897128420066e-05,7.29662773812452,NA,NA
"730","205273_s_at",-1.47803496168627,8.89033917032695,-7.13521910557356,1.9432033332495e-07,7.81210604745708e-05,7.27967807372019,"PITRM1","pitrilysin metallopeptidase 1"
"752","205787_x_at",2.55871372880767,7.13215509382153,7.1372183341841,1.9340347213239e-07,7.81210604745708e-05,7.28418654744877,"ZC3H11A","zinc finger CCCH-type containing 11A"
"753","205787_x_at",2.55871372880767,7.13215509382153,7.1372183341841,1.9340347213239e-07,7.81210604745708e-05,7.28418654744877,"ZC3H11C","zinc finger CCCH-type containing 11C"
"1493","217815_at",-1.33940944721954,8.35013552156655,-7.13175636117307,1.9591890423122e-07,7.81888035681896e-05,7.27186790136064,"SUPT16H","SPT16 homolog, facilitates chromatin remodeling subunit"
"2775","32069_at",1.56172874027137,8.8473003124543,7.12612129677204,1.9854912930811e-07,7.86643017747893e-05,7.25915452995593,"N4BP1","NEDD4 binding protein 1"
"2605","242068_at",2.82827849203184,7.23115148191086,7.11714872543651,2.02811919868178e-07,7.97751202790838e-05,7.23890225134107,NA,NA
"1639","221006_s_at",1.45412426433484,7.417202662744,7.1123575576656,2.05126375951618e-07,8.0109175751105e-05,7.22808337987984,"SNX27","sorting nexin 27"
"1769","223189_x_at",2.09291312226073,8.32925164412114,7.1075449165208,2.07478401339271e-07,8.04530609448556e-05,7.21721281725204,NA,NA
"370","200947_s_at",-1.62966616899962,9.22553235472092,-7.09415934676942,2.14166251341789e-07,8.24615478317769e-05,7.18696127531421,"GLUD1","glutamate dehydrogenase 1"
"2104","229520_s_at",2.2111212976566,7.11723930789425,7.08738731870481,2.17633332185188e-07,8.32105065540222e-05,7.17164697659288,NA,NA
"2335","235918_x_at",1.51239537449279,8.25679928972881,7.07833344283969,2.22358500772455e-07,8.44267432620413e-05,7.15116260343673,NA,NA
"2639","242712_x_at",2.93386290396079,7.19499896307623,7.0710193216482,2.26252216766648e-07,8.53126893221827e-05,7.13460616519423,NA,NA
"1648","221428_s_at",-3.54493542776083,4.66147199081282,-7.0620697396731,2.31111571762416e-07,8.65481177130828e-05,7.11433762915033,"TBL1XR1","TBL1X/Y related 1"
"865","208720_s_at",-1.51977202802252,8.91620095250786,-7.04205629100473,2.42368096406803e-07,9.01460930002854e-05,7.06897238278808,"RBM39","RNA binding motif protein 39"
"1960","226368_at",2.25596447650204,7.9309039968685,7.03424673614414,2.46911195471142e-07,9.12153352188154e-05,7.05125525455334,NA,NA
"733","205353_s_at",-1.37655231775853,11.3946770364006,-6.98551913712358,2.77293099599811e-07,0.000101751679333018,6.94052115675525,"PEBP1","phosphatidylethanolamine binding protein 1"
"2618","242292_at",1.9609582837639,8.18552591617133,6.98075215666925,2.804635248202e-07,0.000102228954796963,6.9296707534537,NA,NA
"2531","240180_at",1.91378588291605,7.42532332240901,6.97022770609633,2.87594958141355e-07,0.000104134134678004,6.9057045049238,NA,NA
"1679","222024_s_at",1.75769064250297,8.22797915083175,6.96248588303086,2.92958936740499e-07,0.000104689737688149,6.88806525504664,"AKAP13","A-kinase anchoring protein 13"
"1796","223701_s_at",2.50864274551502,8.42393100097602,6.96488303638897,2.91287213233359e-07,0.000104689737688149,6.89352788435671,NA,NA
"2015","227322_s_at",-1.74192058269248,8.30713783255099,-6.95263521980931,2.99932142278732e-07,0.000105120447942882,6.86560941002155,NA,NA
"2075","228854_at",2.04560774421635,11.1955257090911,6.95318850166115,2.99536019902209e-07,0.000105120447942882,6.86687103475239,NA,NA
"2440","238558_at",2.49778366925089,6.95240749115337,6.95303127001093,2.99648535571532e-07,0.000105120447942882,6.86651251041694,NA,NA
"2539","240392_at",4.13522033446278,4.46808782661546,6.92294853339533,3.21990480723645e-07,0.000112132672188314,6.7978555285773,NA,NA
"794","207132_x_at",-1.68666206115796,9.49923827170003,-6.90332344215401,3.37476305471725e-07,0.000116781753175105,6.75300005700265,"PFDN5","prefoldin subunit 5"
"1040","210908_s_at",-1.68803992058972,9.23649146736938,-6.88636552021975,3.51469464685368e-07,0.000120859075356431,6.71419911031662,"PFDN5","prefoldin subunit 5"
"1353","214726_x_at",1.58962615638407,7.99492851642204,6.87920107611369,3.57558117603846e-07,0.000122184312999939,6.69779478546257,"ADD1","adducin 1"
"86","1556306_at",1.67846083889729,8.47008546775129,6.87066615732875,3.64952278996976e-07,0.000123936433876768,6.67824355875696,NA,NA
"284","1570098_at",3.07843706389296,4.82572350912085,6.86086901907068,3.73632755301329e-07,0.000126101054914199,6.65578895129257,NA,NA
"1364","214799_at",2.19518492148061,7.9925122721119,6.84733082578829,3.85976145815407e-07,0.000129467765475199,6.62473899389014,"NFASC","neurofascin"
"2132","230180_at",2.05954969745209,9.80312673546278,6.83919995385788,3.93588811282451e-07,0.000130870505485094,6.60607907394414,NA,NA
"2691","243498_at",4.17255242470565,4.38582949811475,6.83776801484296,3.94945284042806e-07,0.000130870505485094,6.60279194195089,NA,NA
"880","208803_s_at",1.74465276259923,7.39474502874261,6.82929576361076,4.03069288797772e-07,0.000132304880376238,6.5833376460226,"SRP72","signal recognition particle 72"
"2223","232511_at",2.27130380938306,8.09297288263185,6.82821927946499,4.04113672113979e-07,0.000132304880376238,6.58086510314883,NA,NA
"55","1555125_at",3.32100821513116,4.97846639252747,6.80816984710978,4.24078308084866e-07,0.000137198115352308,6.53478620970016,NA,NA
"180","1559882_at",3.64798189364026,3.55602011424052,6.80839088940741,4.23852798148758e-07,0.000137198115352308,6.53529451241761,NA,NA
"31","1554001_at",2.1808244593155,6.93231615693749,6.79502606492686,4.37710345805021e-07,0.00014039208423603,6.50454957182456,NA,NA
"149","1558592_at",2.59893639524706,6.12026432944758,6.78650181265095,4.46789623357463e-07,0.00014039208423603,6.4849278006328,NA,NA
"708","204584_at",1.83246955374963,9.88519218843108,6.78710935115263,4.46136210250775e-07,0.00014039208423603,6.48632659455645,"L1CAM","L1 cell adhesion molecule"
"738","205463_s_at",-1.78045251159023,9.05556158383375,-6.78736888761592,4.45857373908193e-07,0.00014039208423603,6.48692413538461,"PDGFA","platelet derived growth factor subunit A"
