"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"2600","242014_at",2.12671896947176,6.67875840032052,5.31931793904793,1.71740799883028e-05,0.00129337854457363,2.98540290921633,NA,NA
"713","204732_s_at",1.39388482945573,7.78147493728209,5.31767699083693,1.72461184430336e-05,0.00129701722953626,2.98138277417529,"TRIM23","tripartite motif containing 23"
"2448","238642_at",2.33416551073105,7.97475489681677,5.31648762306878,1.72985228659275e-05,0.00129917134298707,2.97846886538633,NA,NA
"1841","224774_s_at",1.42545423263178,7.86536944572399,5.31509194057187,1.7360222670828e-05,0.0013020167003121,2.97504939222323,NA,NA
"246","1565844_at",2.2479620612059,4.65729281795409,5.31403407258146,1.74071364427083e-05,0.00130374682877408,2.97245750470405,NA,NA
"1780","223316_at",-1.43397340402353,8.80671120373238,-5.31291350924078,1.74569701634617e-05,0.00130569062063922,2.96971193917034,NA,NA
"1605","220145_at",1.66636805928051,8.36826991728937,5.31044937668539,1.75670621924195e-05,0.00131056165811343,2.96367416194347,"MAP9","microtubule associated protein 9"
"1825","224592_x_at",1.22866395275848,9.65126410222921,5.31038304123081,1.75700355811092e-05,0.00131056165811343,2.96351161787005,NA,NA
"2022","227439_at",1.50192143323433,11.9405176557083,5.30940662072323,1.76138609964245e-05,0.00131204066754702,2.96111903258714,NA,NA
"1474","217565_at",1.64148382018034,7.60925260771956,5.30702322000361,1.7721300862617e-05,0.001316456691119,2.9552786133689,"GRIA3","glutamate ionotropic receptor AMPA type subunit 3"
"2024","227453_at",-1.44257421771431,8.63168216457909,-5.30704899268736,1.77201355413685e-05,0.001316456691119,2.95534176987591,NA,NA
"989","209755_at",-1.72552960088106,9.62548864891138,-5.30055018605004,1.80164442065652e-05,0.00133656592536493,2.93941515380414,"NMNAT2","nicotinamide nucleotide adenylyltransferase 2"
"1971","226647_at",-1.46223988146274,8.03165915778853,-5.29782569355288,1.81421484503104e-05,0.00134406770531263,2.93273755853564,NA,NA
"2224","232516_x_at",1.45792470992352,7.24679039184565,5.29712474006509,1.81746323616467e-05,0.00134465226572806,2.93101949132722,NA,NA
"1778","223281_s_at",1.52746611618378,8.11888587512897,5.29556502542732,1.82471241416268e-05,0.00134819123303168,2.92719646808962,NA,NA
"2544","240496_at",2.22477163403044,3.16555136689682,5.29476555217342,1.8284394770448e-05,0.00134912184085593,2.92523682479752,NA,NA
"1033","210701_at",2.54704572225976,4.4972877853744,5.29375041018512,1.83318303772699e-05,0.00135079895670786,2.92274849150159,"CFDP1","craniofacial development protein 1"
"2417","237943_at",2.65824275575919,4.94540843111412,5.29314452968666,1.83602011487286e-05,0.00135106863769413,2.92126332046393,NA,NA
"2410","237719_x_at",1.76227484244784,9.69896976294686,5.291950393078,1.84162471987138e-05,0.00135337139192161,2.91833612253097,NA,NA
"355","200862_at",-2.20118989536631,10.0601238413918,-5.28986192010361,1.85146836863612e-05,0.0013555754376571,2.91321644566545,"DHCR24","24-dehydrocholesterol reductase"
"1670","221768_at",-1.72726264830206,8.92141624565647,-5.29003846444106,1.85063420771517e-05,0.0013555754376571,2.91364923501296,"SFPQ","splicing factor proline and glutamine rich"
"2250","233243_at",2.32446453233067,6.51532313007172,5.28922291550245,1.85449079834647e-05,0.0013555754376571,2.91164994485909,NA,NA
"2312","235376_at",3.03958066559607,5.17396236668976,5.28921225830457,1.854541248043e-05,0.0013555754376571,2.91162381886967,NA,NA
"2300","235070_at",-1.43601744866138,10.870430689442,-5.28823814779239,1.85915840514945e-05,0.00135713599200996,2.9092357732984,NA,NA
"2660","242990_at",1.75695010811019,5.99607832775084,5.28497197560923,1.87472445055485e-05,0.00136667412445449,2.90122833703648,NA,NA
"902","208977_x_at",-1.62958093232808,10.722494975067,-5.28218271156086,1.88812169417239e-05,0.00137214672570249,2.89438965288148,"TUBB4B","tubulin beta 4B class IVb"
"1211","212794_s_at",1.30509375770457,7.77079699087866,5.28133150887944,1.89222935163425e-05,0.00137214672570249,2.89230260231483,"WASHC4","WASH complex subunit 4"
"1247","213303_x_at",2.19622389618265,5.12103292356446,5.28140563291688,1.89187129240267e-05,0.00137214672570249,2.89248434740709,"ZBTB7A","zinc finger and BTB domain containing 7A"
"2457","238831_at",2.01082159754051,6.43949747771213,5.28132309162043,1.89227001587503e-05,0.00137214672570249,2.89228196397769,NA,NA
"447","201387_s_at",-1.73049158482809,11.8957428805035,-5.27422474269611,1.92687834661883e-05,0.00139492621323524,2.87487614463837,"UCHL1","ubiquitin C-terminal hydrolase L1"
"2367","236465_at",-1.26046006799705,9.35378875385124,-5.27383704698389,1.92878686274502e-05,0.00139492621323524,2.87392540223198,NA,NA
"220","1563130_a_at",2.56302213329793,6.01548008793321,5.27251735273244,1.93529764945219e-05,0.00139778598393393,2.87068907015817,NA,NA
"1645","221263_s_at",-1.15923075641786,8.42953195475081,-5.27127969647279,1.94142384368359e-05,0.00140036080017678,2.86765384029891,"SF3B5","splicing factor 3b subunit 5"
"1587","219425_at",-1.67008725841463,10.2025699439851,-5.26885336964798,1.95349059163539e-05,0.00140720814357925,2.86170328234483,"SULT4A1","sulfotransferase family 4A member 1"
"1712","222522_x_at",1.28646165952472,7.01394106232437,5.26818410329547,1.95683231919232e-05,0.00140776061910316,2.86006185532038,NA,NA
"195","1560865_a_at",2.07588638587723,7.36889903405399,5.26700758290017,1.96272081299335e-05,0.00141014139882275,2.85717629276269,NA,NA
"1665","221727_at",-1.79257905652532,10.0046303711689,-5.2658797783335,1.968382263772e-05,0.00141084821304738,2.85441014478742,"SUB1","SUB1 regulator of transcription"
"2455","238738_at",2.95209018020017,4.88723347065371,5.26578367487771,1.96886545323302e-05,0.00141084821304738,2.8541744303692,NA,NA
"403","201076_at",-1.74887976785838,9.36421519630962,-5.26458307059498,1.97491195182431e-05,0.00141332867756537,2.85122964979745,"SNU13","small nuclear ribonucleoprotein 13"
"480","201648_at",-1.76697417968227,9.82907956187045,-5.26367681535568,1.97948844925479e-05,0.0014147520387321,2.84900678438889,"JAK1","Janus kinase 1"
"2268","233819_s_at",2.34090556436878,6.61982848849817,5.2596997320635,1.99969914503791e-05,0.00142733094980349,2.83925128588603,NA,NA
"279","1569661_at",2.12381030008505,4.91388322115464,5.25811213371378,2.00782499822092e-05,0.00142962154606318,2.83535679619866,NA,NA
"520","202000_at",-1.13000801074178,8.68808395461909,-5.25754174300703,2.01075257233211e-05,0.00142962154606318,2.83395755663843,"NDUFA6","NADH:ubiquinone oxidoreductase subunit A6"
"2166","231109_at",2.32005638486017,8.02720397874546,5.25772919459465,2.00978998797451e-05,0.00142962154606318,2.83441740059083,NA,NA
"139","1558275_at",2.07407629997496,6.60091442804695,5.2522418377289,2.03816145948432e-05,0.00144691858156691,2.82095544004192,NA,NA
"654","203496_s_at",2.36058544399543,5.8564440047808,5.25139925020417,2.04255355639936e-05,0.00144691858156691,2.81888821193892,"MED1","mediator complex subunit 1"
"828","207953_at",1.87583284006333,6.70466124759333,5.25067997147627,2.04631044233809e-05,0.00144691858156691,2.81712348490582,NA,NA
"1650","221474_at",-1.49507845696434,11.7760696614318,-5.25049807442587,2.04726161780175e-05,0.00144691858156691,2.81667720227714,"MYL12B","myosin light chain 12B"
"2675","243256_at",1.41711770881916,9.10080043810631,5.24981415139983,2.05084197805e-05,0.00144691858156691,2.81499918899321,NA,NA
"2736","244128_x_at",1.53123963385752,7.32288304827261,5.2497917945618,2.0509591233916e-05,0.00144691858156691,2.81494433582927,NA,NA
"425","201217_x_at",-2.04879823137642,11.9220002695806,-5.24841601809013,2.05818091707555e-05,0.00144744401858336,2.81156877937639,"RPL3","ribosomal protein L3"
"673","203865_s_at",-1.64080923900085,9.57780914991103,-5.24813751028583,2.05964599260696e-05,0.00144744401858336,2.81088543096355,"ADARB1","adenosine deaminase RNA specific B1"
"1750","223028_s_at",1.56488660903581,6.78467382191361,5.24829811899708,2.05880099066258e-05,0.00144744401858336,2.81127950193034,NA,NA
"2291","234788_x_at",1.96911714275882,9.02910289873866,5.24436759128794,2.07958124453998e-05,0.00145957772201827,2.80163515468933,NA,NA
"186","1560339_s_at",-1.09098646145584,7.37617730068168,-5.23749881867307,2.1164048323286e-05,0.00147926587115776,2.78477938971464,NA,NA
"325","200691_s_at",-1.27886655288226,9.7647372346266,-5.23810771245266,2.11311415005469e-05,0.00147926587115776,2.78627369091553,"HSPA9","heat shock protein family A (Hsp70) member 9"
"1952","226201_at",1.7901045244335,5.85956684296611,5.2380547359863,2.11340024899821e-05,0.00147926587115776,2.78614368078896,NA,NA
"2215","232264_at",2.60990691731885,7.85881085517847,5.23711997872943,2.11845482783087e-05,0.00147926587115776,2.78384966011579,NA,NA
"1385","215069_at",2.6088490929831,6.01876855462833,5.23458355594679,2.13223171215752e-05,0.0014869868477323,2.77762472022148,"NMT2","N-myristoyltransferase 2"
"203","1561506_at",1.66327994851803,3.17662566773948,5.23370210128817,2.13704056439434e-05,0.00148844194723899,2.77546136289098,NA,NA
"836","208308_s_at",-1.44272011612593,9.71709417332509,-5.23107153473686,2.15145696966112e-05,0.00149467483883382,2.76900492924518,"GPI","glucose-6-phosphate isomerase"
"2416","237937_x_at",2.82075963394988,6.48310667976377,5.23125146766082,2.15046775850413e-05,0.00149467483883382,2.76944656534139,NA,NA
"9","1552536_at",1.80776972663901,6.66842681980521,5.22731911822233,2.17219139004682e-05,0.00150352968932295,2.75979445931791,NA,NA
"1931","225870_s_at",-1.02449578085454,8.4926841532414,-5.2272720778817,2.17245259179721e-05,0.00150352968932295,2.75967899243952,NA,NA
"2077","228858_at",2.63494425145238,5.97910377851444,5.22809919948438,2.16786443263052e-05,0.00150352968932295,2.76170925874675,NA,NA
"291","200019_s_at",-1.13125847486013,11.5769100487574,-5.22478473920834,2.18630928962261e-05,0.00151028160803615,2.75357333175889,"FAU","FAU ubiquitin like and ribosomal protein S30 fusion"
"1267","213517_at",1.9297534440624,7.35330362082771,5.22453007277213,2.18773302892479e-05,0.00151028160803615,2.75294818628469,"PCBP2","poly(rC) binding protein 2"
"1765","223182_s_at",1.18339037035597,10.5949891892799,5.22313899483409,2.19552651154669e-05,0.00151375046681986,2.74953336632889,NA,NA
"211","1562201_x_at",3.45084751764596,4.50629589506858,5.2196949734767,2.2149422261982e-05,0.00151947259996721,2.74107858093883,NA,NA
"270","1569192_at",2.81767826948623,3.14788591217086,5.21988764661305,2.21385147142361e-05,0.00151947259996721,2.74155159233063,NA,NA
"1428","216022_at",2.07466850042182,6.32613110815285,5.22035320028612,2.21121812914901e-05,0.00151947259996721,2.74269451652384,NA,NA
"2509","239831_at",2.19523970297185,7.03667945671906,5.22024239936636,2.21184457326193e-05,0.00151947259996721,2.74242250359712,NA,NA
"2214","232257_s_at",2.51491735858119,4.98687451238191,5.21772814039,2.2261078413324e-05,0.00152521862437154,2.73624991684428,NA,NA
"523","202035_s_at",2.6910671544146,4.31202594357768,5.21571361057092,2.23760306364793e-05,0.00153117581357885,2.73130396547872,"SFRP1","secreted frizzled related protein 1"
"147","1558474_at",2.10661709064955,5.96051372114826,5.21431813549443,2.24560093166491e-05,0.00153388553297068,2.72787776761874,NA,NA
"486","201698_s_at",-1.62319644986818,8.80642205914343,-5.21355630998524,2.24997932774117e-05,0.00153388553297068,2.72600728001563,"SRSF9","serine and arginine rich splicing factor 9"
"1734","222737_s_at",1.29922079883929,7.42211940099342,5.21381368315144,2.24849917985887e-05,0.00153388553297068,2.72663920377348,NA,NA
"1219","212894_at",-1.37285502362584,7.77863141656526,-5.21243302532944,2.25645082314152e-05,0.00153638167814773,2.72324926281434,"SUPV3L1","Suv3 like RNA helicase"
"359","200882_s_at",-1.23949607598803,10.6968583932722,-5.21047590233608,2.26777111303694e-05,0.00153834225316743,2.71844376912563,"PSMD4","proteasome 26S subunit ubiquitin receptor, non-ATPase 4"
"1887","225310_at",-1.33145265923865,7.87385326527049,-5.21059904970225,2.26705712538546e-05,0.00153834225316743,2.71874614879992,NA,NA
"2342","235999_at",2.22573964557774,6.1908465787339,5.21057618065466,2.267189699128e-05,0.00153834225316743,2.71868999551957,NA,NA
"29","1553909_x_at",3.37312594108272,5.64203837514608,5.20713230497553,2.28724360337869e-05,0.00154353209905616,2.71023353178997,NA,NA
"765","206066_s_at",-2.19781646886197,5.3191331754352,-5.20718647111828,2.28692681046339e-05,0.00154353209905616,2.71036654144239,"RAD51C","RAD51 paralog C"
"840","208445_s_at",-1.05831600304796,8.01970507881656,-5.20861726304832,2.27857476176906e-05,0.00154353209905616,2.7138799256006,"BAZ1B","bromodomain adjacent to zinc finger domain 1B"
"1261","213476_x_at",-1.94112262988301,10.2329076009513,-5.20747351755129,2.28524874574061e-05,0.00154353209905616,2.71107140653676,"TUBB3","tubulin beta 3 class III"
"2007","227203_at",1.82657809578018,10.2702189199453,5.20674034351817,2.28953732480026e-05,0.00154353209905616,2.70927103244985,NA,NA
"334","200748_s_at",-1.56138761172087,11.817007446265,-5.20535438855517,2.29766641427797e-05,0.00154453424037925,2.70586762871671,"FTH1","ferritin heavy chain 1"
"1950","226176_s_at",1.78456291097555,8.1429011903655,5.20504269211606,2.29949862216499e-05,0.00154453424037925,2.70510220285458,NA,NA
"2712","243830_at",2.72098194334904,3.70604428217002,5.20553139458521,2.29662659614702e-05,0.00154453424037925,2.70630229640468,NA,NA
"2356","236276_at",2.0898948108183,6.15498740340711,5.2031457169077,2.31068118651633e-05,0.00155014102911387,2.70044374734601,NA,NA
"671","203849_s_at",1.27250432603267,10.155149795325,5.20246127239775,2.31472939359291e-05,0.00155095379405261,2.69876289700403,"KIF1A","kinesin family member 1A"
"488","201703_s_at",-1.65652071515049,7.50827685620758,-5.19555950111265,2.35595221025879e-05,0.00157471500117236,2.68181241517165,"PPP1R10","protein phosphatase 1 regulatory subunit 10"
"1255","213373_s_at",1.98085349469301,5.10534421638003,5.19597382109701,2.35345681591277e-05,0.00157471500117236,2.68283003012371,"CASP8","caspase 8"
"709","204644_at",1.81988326333858,5.29423423128376,5.19503712414753,2.35910221889386e-05,0.00157489516261321,2.68052938943628,"ENOX2","ecto-NOX disulfide-thiol exchanger 2"
"1468","217398_x_at",-1.79626439527681,11.4884108883706,-5.19173848300914,2.37909178163424e-05,0.00158630296537624,2.67242721326682,"GAPDH","glyceraldehyde-3-phosphate dehydrogenase"
"1036","210759_s_at",-1.62374790738261,8.58348986182957,-5.19122566815574,2.38221470578855e-05,0.00158645053640669,2.67116758503549,"PSMA1","proteasome 20S subunit alpha 1"
"882","208811_s_at",-1.79242808410778,7.29793643397649,-5.18977928710596,2.39104511201834e-05,0.00159039405717278,2.66761477253924,"TMEM135","transmembrane protein 135"
"883","208811_s_at",-1.79242808410778,7.29793643397649,-5.18977928710596,2.39104511201834e-05,0.00159039405717278,2.66761477253924,"DNAJB6","DnaJ heat shock protein family (Hsp40) member B6"
"210","1562144_at",1.61866904511939,7.7991107658696,5.18739924649506,2.40564754059896e-05,0.00159638649298759,2.66176836518517,NA,NA
"1848","224829_at",1.14946945836618,8.9381325595861,5.18735922337614,2.40589386414591e-05,0.00159638649298759,2.66167004896264,NA,NA
"2688","243473_at",2.48193373648971,5.83902231686059,5.18124410149933,2.44382980642437e-05,0.00161959266262124,2.6466475037309,NA,NA
"94","1556432_at",2.33142089637712,5.95476727369824,5.17997934869859,2.45175079111259e-05,0.00162287499399614,2.64354027761446,NA,NA
"2473","239096_at",2.01525034080754,6.9983303456692,5.17913591913882,2.45704745794628e-05,0.00162441438649592,2.64146811321328,NA,NA
"124","1557707_at",1.93909343201147,7.01239619135571,5.17532782998584,2.48110588023203e-05,0.00163833893721843,2.63211189210361,NA,NA
"1802","224025_s_at",-1.83772332395784,6.11184529205598,-5.17455732793254,2.48600249463377e-05,0.00163959211573102,2.6302187430915,NA,NA
"2733","244062_at",1.43887302106752,7.83116792908471,5.17404001572693,2.48929552626068e-05,0.00163978593853377,2.62894767544328,NA,NA
"150","1558695_at",2.82403575659599,6.82451980629866,5.16965856393686,2.51736321115929e-05,0.00165230292401122,2.61818171706493,NA,NA
"778","206730_at",1.51159112756918,11.9059386684405,5.17007438978916,2.51468577970234e-05,0.00165230292401122,2.61920350612992,"GRIA3","glutamate ionotropic receptor AMPA type subunit 3"
"2427","238199_x_at",1.56707989135878,11.9735150423261,5.16973678299151,2.51685935280025e-05,0.00165230292401122,2.61837392159046,NA,NA
"491","201728_s_at",2.05633074393613,7.0164877239972,5.16804156137985,2.52780214645472e-05,0.00165716525608408,2.61420826314374,"BLTP2","bridge-like lipid transfer protein family member 2"
"653","203491_s_at",1.35014846016976,6.92209133329848,5.16681200528729,2.53576901632344e-05,0.00166039725709562,2.61118680493602,"CEP57","centrosomal protein 57"
"2727","244011_at",1.72132454288463,6.58732658105075,5.16621023990355,2.53967735283749e-05,0.00166096721610514,2.60970802905249,NA,NA
"1000","210011_s_at",-1.93109954462541,6.12190338364112,-5.16547190383134,2.54448098005707e-05,0.00166212064019857,2.60789362380399,"EWSR1","EWS RNA binding protein 1"
"285","1570101_at",2.02439126882611,2.49571296560804,5.16440426294175,2.55144326527291e-05,0.00166269559629078,2.60526993575358,NA,NA
"2258","233450_at",2.5971992173768,4.21103458420352,5.16442788448198,2.55128901734776e-05,0.00166269559629078,2.60532798534033,NA,NA
"2025","227508_at",2.31158312568799,6.5216889787501,5.16303393724509,2.56040755227582e-05,0.00166655098715096,2.60190234003582,NA,NA
"241","1564886_at",1.54750669102743,7.05623774118677,5.16102572664686,2.57360206788354e-05,0.0016694633427562,2.59696698911667,NA,NA
"1885","225293_at",1.94041270017698,7.48896580474226,5.16090429638173,2.57440209235133e-05,0.0016694633427562,2.59666855829736,NA,NA
"1903","225483_at",-1.20663733487826,8.07361033100451,-5.16113207558775,2.57290161014682e-05,0.0016694633427562,2.5972283550909,NA,NA
"2141","230392_at",3.09207017156533,5.31989073942369,5.16049573487243,2.57709567679238e-05,0.0016694633427562,2.59566446018486,NA,NA
"269","1569181_x_at",2.15743709316478,8.10603021185815,5.15921110877407,2.58558353805274e-05,0.00167297964429626,2.59250726276773,NA,NA
"2510","239832_at",2.41292488161819,5.60599597964196,5.1579455431199,2.59397300479957e-05,0.00167642404299546,2.58939684201457,NA,NA
"1504","217884_at",-1.14598002345173,8.53274944079542,-5.15695887107621,2.60053270102033e-05,0.00167867916680386,2.58697182036953,"NAT10","N-acetyltransferase 10"
"1514","218034_at",-1.49635664476475,8.73832485538477,-5.15353370768392,2.62343421820823e-05,0.00168594599083612,2.57855321117336,"FIS1","fission, mitochondrial 1"
"1790","223577_x_at",1.29404022112696,10.4348079725805,5.15384964205028,2.62131332055915e-05,0.00168594599083612,2.57932975746347,NA,NA
"2063","228711_at",1.36082990176716,8.71787572299673,5.15364116281856,2.6227126676618e-05,0.00168594599083612,2.57881732942657,NA,NA
"2326","235713_at",2.23374154881178,5.53141660987179,5.15251397321459,2.63029159612842e-05,0.00168594599083612,2.57604674140676,NA,NA
"2576","241376_at",2.30949923999936,6.69879489267141,5.15331614031621,2.6248957739215e-05,0.00168594599083612,2.57801844221271,NA,NA
"2725","243995_at",2.53968973260872,5.86783769368118,5.15260178909774,2.62970035334968e-05,0.00168594599083612,2.57626259130764,NA,NA
"73","1555882_at",-3.497529775499,5.46273512616416,-5.14934821677734,2.65169553205328e-05,0.00169629073815059,2.56826515498639,NA,NA
"1029","210532_s_at",-1.3242485398625,10.6496877890565,-5.14887358641776,2.65491963792424e-05,0.00169629073815059,2.56709845444325,"ATP5MJ","ATP synthase membrane subunit j"
"1126","212038_s_at",-1.98988803923312,8.83348699841771,-5.14875317288848,2.65573822013152e-05,0.00169629073815059,2.566802461519,"VDAC1","voltage dependent anion channel 1"
"1942","226062_x_at",1.91379774029631,8.76257008694415,5.14694611787293,2.66805332983951e-05,0.00170216821247345,2.56236040177127,NA,NA
"742","205528_s_at",1.34089985656614,7.72624844745867,5.14507438911462,2.68086985285607e-05,0.00170636273812463,2.55775922188814,"RUNX1T1","RUNX1 partner transcriptional co-repressor 1"
"1924","225703_at",1.37383984741436,6.88456470724156,5.14546023999668,2.67822270254827e-05,0.00170636273812463,2.55870775205191,NA,NA
"877","208777_s_at",-1.80841881771668,8.05100492491538,-5.14449516763374,2.68484858131272e-05,0.00170690809515434,2.55633532094865,"PSMD11","proteasome 26S subunit, non-ATPase 11"
"349","200819_s_at",-1.17792004225561,12.42670311595,-5.143023647691,2.69498336748725e-05,0.00170743504241351,2.55271782023946,"RPS15","ribosomal protein S15"
"423","201208_s_at",1.73793790388542,6.38851706863042,5.1430255944149,2.69496993440666e-05,0.00170743504241351,2.55272260601249,"TNFAIP1","TNF alpha induced protein 1"
"740","205511_at",1.60909392838495,5.85921264925041,5.14301456021325,2.69504607517669e-05,0.00170743504241351,2.55269547982967,"GABPB1-IT1","GABPB1 intronic transcript"
"741","205511_at",1.60909392838495,5.85921264925041,5.14301456021325,2.69504607517669e-05,0.00170743504241351,2.55269547982967,"GABPB1","GA binding protein transcription factor subunit beta 1"
"1202","212695_at",-1.64244590150033,8.10040992886715,-5.14162890719244,2.7046249243861e-05,0.00170756775682229,2.5492889887838,"CRY2","cryptochrome circadian regulator 2"
"1732","222725_s_at",2.90706312758215,3.72967760798896,5.14232184597595,2.69983044429518e-05,0.00170756775682229,2.550992520023,NA,NA
"2656","242922_at",2.71235854919724,5.53907807754771,5.1417442342211,2.70382637604779e-05,0.00170756775682229,2.54957251184957,NA,NA
"2706","243713_at",2.1722516334646,6.14098443180527,5.14066185202864,2.71133037083578e-05,0.00170982685150457,2.54691153327367,NA,NA
"460","201515_s_at",-1.14057811590607,9.75291017755981,-5.13870550445335,2.72494670483512e-05,0.00171643388348917,2.54210183803066,"TSN","translin"
"2743","244233_at",1.8896261123089,5.70601604568393,5.1373762864735,2.73423744646591e-05,0.00172030417014412,2.53883385802442,NA,NA
"1954","226249_at",-1.41858073903917,8.31987907539746,-5.13647936366161,2.74052462802947e-05,0.00172227797744266,2.53662866751337,NA,NA
"1835","224689_at",-1.1614216945532,8.92215027394159,-5.13302605267162,2.76486765506381e-05,0.00173558138967409,2.52813799617139,NA,NA
"1509","217959_s_at",-2.56202709211862,6.92708111717946,-5.13100931530539,2.77918462702143e-05,0.00174256788397244,2.5231792164161,"TRAPPC4","trafficking protein particle complex subunit 4"
"1620","220609_at",3.82480172352756,8.06546281574484,5.12803184985478,2.80045849913255e-05,0.00175389540022992,2.5158578935679,"SIMC1P1","SIMC1 pseudogene 1"
"2513","239889_at",1.67016398018395,8.06236097062782,5.12661827550892,2.81061577462512e-05,0.00175824276290193,2.51238191843109,NA,NA
"2220","232356_at",1.2616669186812,7.1998317697805,5.12508492081487,2.82167569387495e-05,0.00176314421214415,2.50861131575068,NA,NA
"2317","235507_at",1.45288387647699,7.97796936561182,5.12462279417557,2.82501755073639e-05,0.00176321728980037,2.50747490326891,NA,NA
"858","208694_at",-1.42313812550598,7.07694956884828,-5.12151506528246,2.84759478702121e-05,0.00176424945610968,2.49983249361716,"PRKDC","protein kinase, DNA-activated, catalytic subunit"
"871","208740_at",-1.34397021087316,9.06972420039037,-5.12202724213925,2.84386142251099e-05,0.00176424945610968,2.50109204527522,"SAP18","Sin3A associated protein 18"
"1128","212068_s_at",-1.36086191356258,9.89575778087615,-5.12128699348747,2.849258838125e-05,0.00176424945610968,2.49927161339017,"PRRC2B","proline rich coiled-coil 2B"
"1419","215780_s_at",2.06847170054117,6.62376711654466,5.12181392924106,2.84541570560043e-05,0.00176424945610968,2.50056746478633,"SET","SET nuclear proto-oncogene"
"1857","224890_s_at",-1.09427559991005,8.1190475617328,-5.12289393587596,2.83755513494038e-05,0.00176424945610968,2.5032234061975,NA,NA
"2746","244308_at",3.19738519558596,4.73016980022186,5.12390682855199,2.83020291127782e-05,0.00176424945610968,2.50571426071454,NA,NA
"2774","31874_at",1.21973199286084,10.4578352037856,5.12333072536524,2.83438228110161e-05,0.00176424945610968,2.50429754171514,"GAS2L1","growth arrest specific 2 like 1"
"18","1553288_a_at",1.209058538212,7.05445873600619,5.12075526315134,2.85314223842137e-05,0.00176465556431774,2.49796396023149,NA,NA
"1733","222728_s_at",1.79850673223601,10.8960763154761,5.1201291242626,2.85772196986765e-05,0.00176545315001253,2.49642411974669,NA,NA
"2425","238134_at",1.74418689542305,6.14836979696258,5.11969661268337,2.86088978676013e-05,0.00176545315001253,2.49536045104597,NA,NA
"885","208835_s_at",1.77259269029116,11.3951702360832,5.1187375648633,2.8679266999401e-05,0.00176780036436556,2.49300185476885,"LUC7L3","LUC7 like 3 pre-mRNA splicing factor"
"2213","232225_at",2.6949451417315,5.05380074526992,5.11808557126644,2.87272058550914e-05,0.00176876123888189,2.49139838005813,NA,NA
"2709","243768_at",2.05111890470494,8.01266606294548,5.11753969599097,2.87674042542193e-05,0.0017692439005618,2.49005587403005,NA,NA
"809","207614_s_at",-1.54646845556155,7.98539155732481,-5.11457592801803,2.89866476847121e-05,0.00177872610792552,2.48276669183601,"CUL1","cullin 1"
"859","208700_s_at",-1.29693522934932,8.84238405951845,-5.11488645601636,2.89635978185674e-05,0.00177872610792552,2.48353042957988,"TKT","transketolase"
"2493","239629_at",2.77298499441155,7.20690508338879,5.11357666065602,2.90609467221017e-05,0.00178128616819609,2.48030898790265,NA,NA
"2465","238951_at",2.77140940268864,3.84180063176513,5.11270171321841,2.91261595956519e-05,0.00178328418352998,2.47815701861238,NA,NA
"2254","233319_x_at",1.9512760955885,7.88231897276005,5.11185339918306,2.91895280889163e-05,0.00178516493094127,2.47607052775411,NA,NA
"756","205862_at",1.18793132907742,7.97093844670716,5.11106650046564,2.92484330121096e-05,0.00178676879881239,2.4741350682231,"GREB1","growth regulating estrogen receptor binding 1"
"2116","229905_at",-2.2100269372119,9.34134424949116,-5.10910186833358,2.93960226265265e-05,0.00179378073337649,2.46930274919119,NA,NA
"1241","213219_at",1.31786542012406,7.65328508044137,5.10837352353308,2.94509286252188e-05,0.00179512767289168,2.46751123497442,"ADCY2","adenylate cyclase 2"
"1518","218059_at",-1.05850830805191,9.57859726534313,-5.10791809639202,2.94853132903299e-05,0.00179522216497638,2.46639100797498,"ZNF706","zinc finger protein 706"
"2642","242752_at",2.29408137339244,5.81303830301683,5.10741633695405,2.95232428386141e-05,0.00179553203804363,2.46515680718525,NA,NA
"2183","231793_s_at",2.09537814053836,8.46759131251902,5.10693401865138,2.95597490825655e-05,0.00179575475676586,2.46397041783554,NA,NA
"387","201005_at",-3.40887999200203,6.88944773112484,-5.10535935692867,2.96792505665796e-05,0.0017990166571261,2.46009706109305,"CD9","CD9 molecule"
"2046","228147_at",2.82835009729045,7.09402744438384,5.10554132145626,2.96654164102764e-05,0.0017990166571261,2.46054466257042,NA,NA
"93","1556416_s_at",1.8191429641032,5.38372214322455,5.10039938592172,3.00588527208779e-05,0.0018091860196641,2.44789591527032,NA,NA
"154","1558747_at",2.27336344445991,6.61325445097776,5.10039989887683,3.00588132111214e-05,0.0018091860196641,2.44789717714689,NA,NA
"586","202683_s_at",-0.978777485375485,9.75696908415714,-5.10226580521704,2.9915439466773e-05,0.0018091860196641,2.45248726860181,"RNMT","RNA guanine-7 methyltransferase"
"648","203451_at",2.03208720276029,5.85975766013955,5.10109299950854,3.00054756981581e-05,0.0018091860196641,2.44960220539122,"LDB1","LIM domain binding 1"
"1694","222358_x_at",1.57930651716684,7.66615681373652,5.10107975044411,3.00064943851174e-05,0.0018091860196641,2.44956961284402,NA,NA
"2693","243539_at",1.21304101493241,9.62610549435179,5.10208674364004,2.99291683988643e-05,0.0018091860196641,2.45204678630858,NA,NA
"2785","38964_r_at",1.76784371398498,7.21480622218525,5.10014246621845,3.00786482281604e-05,0.0018091860196641,2.44726388808633,"WAS","WASP actin nucleation promoting factor"
